s#	sname	sex	bdate	height	dorm
06004550	容鲜智婷	女	2001-9-8	1.58	西20舍405
04034534	纪仁善	男	2003-4-2	1.43	东2舍423
04070771	秦琬	女	2004-12-21	1.41	东22舍816
05069177	乌智盛	男	2000-9-13	1.48	北12舍904
02080707	荣上进	男	2001-1-1	1.48	东22舍706
08003962	凌馥	女	2003-10-31	1.75	南24舍722
05053566	郭盛	男	2001-8-1	1.42	北22舍823
08050153	羊舌忠毅	男	2001-8-1	1.82	南15舍809
02051208	屈颖	女	2000-6-26	1.68	南1舍606
02042886	鲁友承	男	2002-7-21	1.88	东20舍726
07089422	羊凯冠	男	2004-8-10	1.8	西18舍301
05047944	霍仁翠	女	2003-6-14	1.46	北19舍235
02032545	任金菲	女	2004-7-13	1.55	南11舍306
07033717	官司无伯	男	2003-3-30	1.79	西10舍121
08092004	许月	女	2003-2-11	1.49	西11舍216
06020157	任义朋	男	2000-2-5	1.74	东15舍608
08045829	闫韵	女	2003-5-14	1.88	西18舍114
06097330	赵哲	男	2000-6-27	1.5	南20舍522
08041790	龙克	男	2004-8-23	1.48	北20舍712
05019710	卫孝冰	女	2003-8-29	1.97	南9舍307
02029998	尤友震	男	2002-9-23	1.78	西25舍816
07004971	韦金珍	女	2002-7-31	2.0	南4舍228
05057069	邢信毓	女	2002-4-3	1.67	北25舍911
05043072	司信静	女	2001-10-18	1.54	西9舍304
05081482	汪德	男	2000-1-27	1.5	西25舍319
09005583	谷玉和	男	2004-2-4	1.46	南4舍804
08092638	朱利	男	2004-2-11	1.75	东18舍629
09072624	程昌	男	2001-9-20	1.99	东25舍817
09068145	郁澜	女	2001-5-25	1.56	西19舍222
04022343	宣星	男	2003-8-19	1.98	南25舍205
09024867	仇若	男	2000-1-5	1.99	西5舍538
04006950	生梁凯珊	女	2000-3-14	1.62	西2舍625
05069504	闫琦	女	2000-2-20	1.84	南13舍319
02051288	甫尉仁国	男	2004-9-3	1.92	北5舍222
04021152	程器群	男	2002-5-6	1.66	北25舍731
06090473	高欢	女	2000-11-28	1.47	北5舍714
08078016	侯松	男	2004-2-26	1.41	东21舍117
07038660	麻承	男	2002-3-15	1.75	南18舍415
02001617	边义固	男	2002-1-22	1.92	南16舍328
08093604	王信庆	男	2004-6-20	1.96	西15舍712
09095671	禹霄	女	2003-7-13	1.84	东5舍228
02091219	单于琰	女	2000-9-9	1.87	西23舍637
08064182	柳瑗	女	2001-12-29	1.7	西13舍239
02047339	苏宁	男	2002-12-8	1.56	南19舍136
02032898	梅笑岩	男	2004-9-3	1.49	北15舍904
09039357	宋风	男	2003-5-1	1.92	南24舍923
07046812	蔡清	男	2000-1-2	1.92	东9舍136
06003023	缪歌谦	男	2004-1-5	1.54	东3舍225
07016041	张东	男	2004-10-11	1.66	北8舍727
02056989	桂贝心	男	2002-3-16	1.5	东18舍322
08072920	卫笑祥	男	2001-1-28	1.88	北11舍504
06019409	山都茗	女	2004-11-21	1.95	东22舍927
07088045	荣笑学	男	2002-3-26	1.53	西4舍438
04080366	冯玉霄	女	2003-1-4	1.5	西7舍508
08073082	元娜	女	2002-9-20	1.85	东11舍705
05058011	束仁梅	女	2002-11-14	1.84	南8舍432
08063085	莘无义	男	2004-12-9	1.43	东24舍238
09034993	居礼霄	女	2003-3-30	1.83	东17舍125
09091923	牛加晓	女	2002-12-21	1.72	南11舍517
09097714	水上谦	男	2003-10-4	1.96	北2舍117
06050220	叶亨	男	2000-12-5	1.64	东20舍117
09072046	焦宁	男	2004-7-15	1.4	东11舍534
06097335	车朋	男	2001-4-30	1.56	南15舍401
09076693	武纯	女	2002-3-14	1.69	西17舍513
06030373	宗娴	女	2000-1-16	1.52	东24舍931
02081247	皇甫壮	男	2000-11-19	1.63	南10舍831
09079543	贾慧	女	2004-9-2	1.87	南15舍437
09007465	红晶	女	2003-2-17	1.99	东16舍411
02087770	凤厚	男	2000-10-30	1.86	西15舍714
06003861	龚晶	女	2001-3-23	1.6	东23舍726
05072923	凤贝伯	男	2000-12-6	1.77	东24舍623
06096295	居马杰	男	2000-1-31	1.49	西23舍325
08051152	曹上思	女	2003-4-1	1.57	西4舍438
07027590	陶平	男	2004-3-20	1.67	北20舍833
04061849	徒司贞	女	2004-5-7	1.86	西25舍519
08088472	褚智莺	女	2003-3-7	1.59	南10舍638
05017323	隗好姣	女	2003-12-10	1.7	南5舍417
04035749	刘杰	男	2001-6-26	1.74	北1舍813
09028468	滕孝发	男	2000-8-22	1.74	南20舍613
07053305	傅红	女	2000-4-20	2.0	南17舍722
09079029	毕祥	男	2002-8-31	1.43	西5舍215
08061905	盖蓉	女	2001-2-9	1.46	东14舍124
04018867	陈国	男	2001-4-14	1.86	南5舍236
07040611	晏贝胜	男	2004-11-19	1.47	南19舍621
08068786	冯易刚	男	2003-12-1	1.5	北4舍117
06097259	岑好媛	女	2001-11-17	1.94	北25舍329
05027032	米轮	男	2003-6-8	1.61	西12舍335
08002582	侯忠枝	女	2000-10-27	1.84	西3舍508
08065016	东彬	男	2001-5-9	1.51	南9舍819
05072173	殷妹	女	2000-5-24	1.46	南6舍415
05055424	羊礼义	男	2003-2-23	1.88	南12舍129
07071897	熊义爱	女	2001-10-10	1.42	东1舍412
02061135	芮钰以	男	2000-5-9	1.48	南3舍429
07082489	钱琼	女	2002-5-15	1.6	西6舍735
04019597	唐霞	女	2003-2-12	1.96	南9舍401
07076285	危笑枝	女	2000-12-11	1.99	西15舍423
04058823	秦平	男	2003-1-4	1.67	南11舍105
08076487	宗政斌	男	2001-6-26	2.0	南9舍602
02032893	衡锦	女	2004-11-26	1.61	北23舍935
02034595	宰歌彩	女	2003-6-25	1.45	南1舍205
09042953	古礼榕	男	2000-3-3	1.43	北25舍238
07007659	衡友超	男	2000-10-30	1.62	东1舍116
04028568	鲜于礼致	男	2002-11-25	1.89	西20舍921
08045883	富加爽	女	2001-8-31	1.75	东12舍323
08095461	南宫黛	女	2000-1-29	1.71	西1舍135
02013132	解云	女	2004-10-31	1.73	北13舍812
04051479	喻秀	女	2004-3-30	1.8	南19舍216
04030372	谢礼卿	女	2002-4-29	1.81	北17舍409
04032702	成中欢	女	2003-1-28	1.9	南3舍515
08003668	红易娥	女	2004-12-15	1.52	东4舍919
05067731	韩礼眉	女	2001-7-29	1.75	南7舍213
07044018	颜敬	男	2000-10-16	1.85	西15舍529
05034942	闻人中	男	2004-2-12	1.72	东4舍309
08019813	胡雁	女	2002-1-22	1.59	东9舍109
08026500	车若	男	2004-5-3	1.5	南7舍604
05050682	贺卡胜	男	2003-7-13	1.91	西18舍513
06046957	于钰茗	女	2000-10-5	1.82	东2舍528
09047644	鲍彬	男	2002-4-13	1.85	东4舍506
08028934	马裕	男	2003-1-4	1.52	北5舍834
09009366	司马孝秋	女	2001-5-23	1.81	南24舍629
08010242	江器先	男	2001-1-28	1.57	南8舍128
06009336	苍贝朋	男	2004-10-13	1.51	西3舍304
05071242	萧贵	男	2004-10-31	1.51	北7舍313
05042380	平芳	女	2002-4-8	1.91	南4舍505
09078448	伊加腾	男	2000-4-5	1.83	北11舍639
06051978	明菲	女	2000-9-5	1.87	北16舍208
06056711	卫都叶	女	2001-7-3	1.78	北13舍832
06065151	褚玲	女	2004-5-18	1.98	东21舍228
06044434	司空义融	女	2004-9-21	1.56	西3舍507
06027955	干百桂	女	2000-5-23	1.51	北14舍926
09039057	韶器俊	男	2003-2-23	1.83	南9舍505
07005981	松江	男	2002-2-4	1.45	东8舍126
05029811	太叔之	男	2001-8-17	1.9	西19舍405
07073852	劳九枫	女	2001-3-26	1.84	南25舍919
08030394	黎九桂	女	2003-4-2	1.83	东23舍733
04083666	农德	男	2002-7-7	1.98	北16舍208
08050072	卫易丽	女	2003-9-14	1.78	南22舍411
09094063	沈中东	男	2000-11-11	1.76	东15舍915
08090310	都颖	女	2000-12-16	1.7	南23舍717
05064854	熊发	男	2002-5-16	1.88	南20舍437
02060940	芮九珠	女	2000-12-27	1.75	北8舍804
07034500	濮阳玉泽	男	2001-6-14	1.72	西10舍234
09029407	莘被菲	女	2003-9-24	1.5	西7舍609
04095261	杜信怡	女	2003-1-15	1.75	西4舍936
07066344	戈钰欣	女	2002-10-30	1.43	北17舍824
02010918	贺都友	男	2004-11-14	1.51	西10舍422
07027382	武欢	女	2003-8-25	1.74	西3舍933
06070487	曾谦	男	2000-5-21	1.44	东17舍128
05073987	南宫忠雄	男	2002-10-28	1.51	南9舍938
07052664	丁卡邦	男	2004-5-23	1.96	北21舍629
08010213	邹亨	男	2004-1-24	1.67	南24舍808
09005106	父谷安	男	2003-1-18	1.64	南17舍415
08098696	景辉	男	2001-10-15	1.49	南12舍325
02073762	桂轮	男	2002-2-6	1.56	东18舍605
09084342	平保	男	2002-8-24	1.51	西6舍524
06038753	祝永	男	2004-4-20	1.75	西25舍313
02096415	宗嘉	女	2003-7-12	1.53	东16舍713
08010433	费凯冰	女	2001-8-28	1.44	北6舍303
06082623	瞿武	男	2004-1-2	1.89	东21舍815
05085874	韩峰	男	2004-8-5	1.75	北14舍616
08006479	容鲜鸣	男	2003-12-2	1.72	南9舍732
04013703	司友航	男	2003-5-22	1.8	南7舍637
07048266	刁无琴	女	2002-9-3	1.87	北21舍706
05019088	羊澹辰	男	2000-3-30	1.55	南3舍506
08033291	孟智娥	女	2004-4-28	1.48	西11舍627
09075395	汤仁贵	男	2003-6-28	1.68	西6舍114
07070084	车翰	男	2004-8-22	1.63	北2舍409
07080161	杜金君	女	2002-2-3	1.82	西15舍207
02080080	谢友亨	男	2001-2-18	1.63	东25舍738
07056840	石器安	男	2004-12-23	1.55	北8舍904
07088653	齐勤	女	2000-7-21	1.85	北17舍607
07099177	仲孙天	男	2001-11-16	1.46	东9舍117
02053278	严易菲	女	2002-1-30	1.83	南14舍908
09009978	禹英	女	2004-2-23	1.96	西16舍204
02071901	舒谦	男	2001-7-19	1.98	北9舍101
02093543	门呼马莎	女	2003-4-17	1.9	北1舍905
05001364	任卡霞	女	2000-4-7	1.5	南22舍527
08046684	刘礼美	女	2000-1-28	1.47	南21舍824
08009940	宁河	男	2002-4-12	1.44	南23舍119
04059112	程仁心	男	2004-9-11	1.44	北5舍506
06053830	臧友亨	男	2001-11-9	1.59	北25舍527
05062096	封纯	女	2001-4-10	1.83	北25舍215
04069934	贾孝寒	女	2004-2-9	2.0	南24舍922
07019071	夏好明	男	2002-1-30	1.63	南6舍205
09004346	步歌君	女	2004-9-3	1.72	东25舍914
06091626	都金乐	男	2000-7-6	1.49	北21舍402
04042633	闻菁	女	2001-11-24	1.93	北9舍802
06059433	松静	女	2004-11-5	1.46	北15舍731
04046035	高美	女	2001-10-13	1.69	东14舍633
06097067	苏月	女	2001-3-3	1.57	西1舍105
09027828	戴礼芳	女	2003-10-7	1.49	北20舍718
09039128	丁达	男	2000-2-15	1.92	东12舍201
05073840	钱婕	女	2001-7-25	1.41	东2舍132
07096494	臧澜	女	2000-6-13	1.47	西17舍936
05017399	路义振	男	2000-11-20	1.68	东10舍529
08053580	杭有	男	2001-3-24	1.97	西16舍527
02027171	荀仁秀	女	2001-5-22	1.65	西22舍414
07057112	乔香	女	2003-11-7	1.52	东14舍216
04068880	甄金彬	男	2001-2-18	1.87	北22舍809
05010944	仇盛	男	2000-5-3	1.71	南24舍423
05070983	路姬	女	2004-8-9	1.48	西11舍623
09059644	荀电霄	女	2004-4-23	1.63	北22舍915
06084352	符马艺	女	2002-9-22	1.47	西21舍607
07098881	季邦	男	2000-10-6	1.86	南16舍517
09002050	陈佳	女	2003-3-18	1.67	东2舍111
09068038	阳淳孝飞	男	2000-8-15	1.89	北6舍601
04017427	张光	男	2002-4-13	1.82	北9舍717
09098491	尚被富	男	2003-1-28	1.93	北9舍616
06098384	益致	男	2000-5-6	1.96	西11舍901
09098463	傅冰	女	2003-6-12	1.87	西20舍426
02051010	元德	男	2001-4-19	1.6	东22舍229
05012082	荣乐	男	2003-9-11	1.41	西5舍128
06017875	芮晶	女	2000-7-29	1.5	南19舍529
07009865	韶钰言	男	2001-2-21	1.89	东19舍902
09037091	居馨	女	2001-12-6	1.98	北13舍417
07049074	乌金腾	男	2001-7-18	1.84	东6舍535
08080026	弘义哲	男	2002-4-6	1.46	南1舍505
09000328	邱好莉	女	2000-9-5	1.68	西25舍417
08046603	单器若	男	2001-2-1	1.6	东16舍213
08049808	里东云	女	2003-7-16	1.71	西19舍309
09085285	呼延霭	女	2001-1-4	1.51	西20舍828
05042976	尚都轮	男	2001-9-6	1.74	东3舍618
08098875	乌璐	女	2001-7-14	1.6	东9舍635
04037252	季丽	女	2004-8-31	1.52	北19舍917
05058850	郁全	男	2003-6-14	1.81	北8舍239
09060008	霍卿	女	2002-11-19	1.76	东10舍217
09011691	伍华	女	2003-12-22	1.48	北7舍914
06034815	刁蕊	女	2000-12-6	1.84	东13舍939
07077579	于单被莎	女	2002-5-25	1.41	北4舍901
02034473	容九之	男	2004-8-5	1.48	南8舍118
05012024	叔申上蓉	女	2001-2-5	1.68	北23舍228
08021211	罗九泽	男	2001-6-30	1.64	北3舍116
04016250	石金梅	女	2004-7-10	1.44	东14舍912
09072448	于太福	男	2000-1-15	1.95	东18舍704
07042342	山荷	女	2000-3-16	1.93	南17舍504
07002182	沈仁轮	男	2001-3-27	1.69	西21舍429
04048023	丁友胜	男	2001-8-9	1.67	西5舍722
05020899	鱼忠有	男	2001-2-6	1.78	南19舍118
07003656	魏毓	女	2002-11-1	1.75	西5舍902
06064797	尹金时	男	2001-6-4	1.82	西19舍614
06001406	戴孝朋	男	2002-10-13	1.48	东7舍716
07027015	龚孝强	男	2003-5-22	1.42	南24舍635
08057352	纪全	男	2003-3-8	1.85	西8舍334
09028628	云薇	女	2004-3-15	1.65	东23舍715
07040907	余宜	女	2001-1-5	1.78	西10舍322
05059578	罗纨	女	2003-11-28	1.87	北21舍516
04028416	谷荷	女	2004-1-21	1.43	南8舍313
04051963	阳夏月	女	2002-10-1	1.57	东18舍907
02055413	王礼伊	女	2004-7-1	1.48	东17舍119
09096325	屈政	男	2002-12-1	1.58	西12舍934
07031853	文婉	女	2003-10-31	1.79	东13舍808
09015243	隗眉	女	2004-11-30	1.74	南4舍233
09021423	张好诚	男	2004-2-3	1.78	东19舍138
02017596	曾清	男	2000-4-13	1.59	南14舍208
08071293	毛天	男	2001-6-27	1.48	南1舍535
08022756	邴笑卿	女	2002-3-16	1.54	西14舍639
02074775	林盛	男	2003-5-22	1.86	南9舍727
09021040	庞易竹	女	2000-5-15	1.96	北8舍208
07003017	姬霭	女	2001-9-1	1.4	西9舍327
08096476	车贞	女	2000-5-6	1.44	北11舍104
08073938	麻易庆	男	2000-11-11	1.8	南15舍734
05048834	冉礼浩	男	2000-12-26	1.41	东13舍811
07081944	卜九莲	女	2004-10-21	1.91	东19舍804
06039818	危易浩	男	2003-2-7	1.71	北5舍228
08006595	郁岩	男	2003-10-17	1.74	南8舍208
06032581	常民	男	2001-10-21	1.83	西16舍107
09042234	父谷仁武	男	2002-4-12	1.45	西20舍412
02038267	迟公飘	女	2004-11-29	1.47	西25舍633
07051716	严九腾	男	2002-3-19	1.55	东20舍829
07087378	农信光	男	2003-1-5	1.66	北12舍423
07032571	杨翠	女	2001-5-17	1.53	东8舍937
04066047	于杰	男	2003-10-5	1.61	北5舍115
09059563	宗卡楠	男	2001-2-15	1.74	南20舍203
09009005	俟司瑾	女	2004-10-13	1.69	西3舍226
08039091	文长电子	男	2004-12-29	1.96	东3舍126
09000691	明无有	男	2004-4-26	1.54	南22舍227
07007246	红义淑	女	2004-4-15	1.49	东20舍803
07059021	燕易怡	女	2003-2-2	1.98	北15舍431
07026872	卞都力	男	2003-7-17	1.82	南21舍829
06002344	伊电平	男	2004-3-20	1.41	西8舍507
04088754	应韵	女	2000-4-20	1.72	南3舍608
02083988	司贝山	男	2003-12-13	1.8	西14舍914
09030227	容鲜香	女	2001-4-10	1.83	东17舍501
02064311	羊澹器琳	女	2004-6-10	1.79	西15舍708
05069900	杭卡爱	女	2001-11-17	1.92	东18舍303
08021811	花无腾	男	2001-5-6	1.6	东7舍315
05091902	谢好风	男	2001-1-23	1.69	北16舍727
02029010	顾上若	男	2004-9-17	1.94	东24舍336
04005429	干伟	男	2000-11-27	1.43	南24舍436
07031234	富马飘	女	2002-1-18	1.48	西9舍735
04038916	柳被寒	女	2003-12-10	1.93	东5舍405
08086306	施建	男	2002-5-16	1.84	北11舍131
02098957	郝聪	女	2001-5-29	1.48	北20舍238
09022371	米博	男	2000-10-2	1.41	西6舍927
06087827	鲁宁	女	2003-2-20	1.98	东19舍333
07051418	鱼凯伯	男	2004-11-5	1.61	北18舍539
06090869	幸马希	女	2003-2-16	1.92	东25舍511
02097925	何贝馥	女	2000-10-30	1.55	西8舍219
02005280	程孝富	男	2003-6-20	1.55	东9舍627
02006296	羊忠国	男	2004-10-9	1.92	东21舍602
05014527	封玉星	男	2003-11-13	1.47	南21舍639
02029193	尤姬	女	2003-11-4	1.87	东17舍127
05051831	伍梁	男	2002-12-29	1.67	南5舍936
04061124	鲁俊	男	2002-1-23	1.59	北12舍924
05029689	杨荣	女	2004-6-29	1.5	北4舍208
07080414	邹加姣	女	2001-12-30	1.52	北17舍618
09087707	元金姣	女	2003-9-7	1.75	西1舍623
04074810	殴卿	女	2004-12-4	1.6	北19舍829
05008563	罗贝翰	男	2002-11-18	1.77	东22舍826
08081918	朱友珊	女	2000-1-20	1.8	东3舍219
09099863	乐之	男	2004-10-16	1.61	南4舍337
06003203	尚功	男	2001-1-2	1.86	北14舍719
09051480	詹友世	男	2004-2-25	1.56	北5舍517
09069815	于闾楠	男	2001-7-23	1.76	东18舍313
05018306	郁玉哲	男	2004-12-6	1.82	西3舍529
09006978	祝金政	男	2004-6-10	1.93	东9舍215
04037076	傅影	女	2003-4-17	1.47	南17舍407
09060725	岑被峰	男	2002-4-12	1.5	东20舍936
06026615	盖伟	男	2003-1-23	1.56	东3舍436
09036744	昌薇	女	2000-8-26	1.43	南6舍509
04087377	罗晨	男	2003-7-31	1.45	东5舍319
04014700	甄中兴	男	2000-5-26	1.87	西23舍726
05035103	湛玉利	男	2000-6-29	1.59	西21舍421
05048785	储忠善	男	2001-10-7	1.44	西9舍106
04013760	延羊艳	女	2002-11-1	1.45	东22舍737
05019032	邹电瑶	女	2001-1-9	1.61	东23舍423
07046817	官司智栋	男	2001-3-29	1.79	西3舍419
02072915	方义	男	2000-12-9	1.57	北18舍525
04090851	董瑗	女	2004-7-19	1.72	南19舍819
04085285	花思	男	2003-1-28	1.69	南5舍706
08032870	汤松	男	2003-6-22	1.98	西23舍421
04065788	潘仁园	女	2003-2-3	1.54	东11舍135
09048412	孟伦	男	2002-11-15	1.72	南7舍712
05014755	武器清	男	2003-12-16	1.62	东25舍102
02049141	羊叶	女	2002-9-3	1.87	东12舍934
07085101	陆笑娟	女	2004-5-2	1.5	东25舍506
07069552	万俟钰榕	男	2004-3-23	1.44	东13舍609
02042030	高中素	女	2001-6-25	1.93	东16舍808
02029339	童佳	女	2000-8-14	1.6	北4舍835
04054394	韶琴	女	2004-2-22	1.83	西23舍337
05034716	茹忠可	女	2002-2-22	1.74	东6舍503
05026775	龙玉贵	男	2000-7-2	1.87	北6舍132
09039968	侯九泽	男	2003-5-26	1.53	西13舍923
02081701	邓器冠	男	2002-11-7	1.98	南20舍838
08048267	田钰瑗	女	2001-12-14	1.69	东5舍416
05043061	薛器丹	女	2003-4-22	1.78	北20舍721
02007565	鲁金全	男	2004-4-10	1.44	西5舍907
04013681	宗政岩	男	2003-2-28	1.94	东16舍719
02013003	朱辉	男	2001-4-7	1.69	西10舍617
05020925	侯加云	女	2004-5-13	1.94	南2舍701
09094322	居凯竹	女	2004-12-27	1.93	北10舍821
07008679	喻云	女	2002-8-2	1.96	北14舍603
07021840	吉俊	男	2001-1-31	1.98	西20舍311
08080006	耿凯宁	男	2000-11-4	1.67	北19舍628
05038874	连皇坚	男	2004-10-18	1.88	北19舍521
09045571	容马学	男	2000-3-6	1.86	北5舍404
09032091	官欧邦	男	2001-11-24	1.46	西8舍305
06032424	汪英	女	2004-4-5	1.47	南15舍613
04054994	祖智菁	女	2001-5-11	1.78	西8舍718
07053547	左民	男	2004-11-14	1.86	北25舍735
02011360	霍上媛	女	2000-10-5	1.66	北14舍526
09053500	谷宰玲	女	2002-8-29	1.65	东10舍725
04076510	杭金芸	女	2000-9-20	1.75	西24舍721
04096149	罗都鹏	男	2001-9-14	1.59	西18舍411
02002372	金好昌	男	2002-4-3	1.96	西3舍625
08002402	祁昌	男	2003-2-4	1.51	南9舍318
07001057	奚霞	女	2000-9-13	1.47	北3舍239
05013676	王被苑	女	2001-6-29	1.93	西5舍938
05087405	俞钰诚	男	2002-7-22	1.87	南6舍906
04077708	乔滢	女	2003-9-27	1.82	北21舍419
05076927	秦杰	男	2002-7-3	1.98	南6舍114
04002556	苗岚	女	2004-3-19	1.46	北15舍216
08074315	明加咏	女	2001-5-17	1.96	南17舍335
05069021	令狐忠邦	男	2002-2-5	1.95	西16舍437
07064576	闫易江	男	2003-10-1	1.95	东4舍621
06045696	通炎	男	2004-12-8	1.66	东19舍326
02054170	王晓	女	2003-8-3	1.54	北19舍609
05084064	邵轮	男	2000-12-2	1.83	北8舍935
08041989	常好富	男	2003-10-6	1.49	西21舍533
08085548	元金荣	女	2004-9-26	1.42	南9舍721
07027030	曾若	男	2003-3-1	1.48	南18舍724
07088378	陶晨	男	2003-10-2	1.76	西13舍413
08014896	邹发	男	2003-5-13	1.51	西21舍127
09077839	轩辕澜	女	2004-1-3	1.86	东3舍517
02048390	卫珊	女	2001-11-3	1.9	南23舍637
08061499	叶燕	女	2002-12-6	1.83	北3舍829
07086942	终芸	女	2001-8-5	1.45	南18舍933
02021755	国器敬	男	2004-3-3	1.88	西18舍105
02090403	西门凯咏	女	2003-1-5	1.82	西16舍317
02029926	宁枝	女	2003-7-13	1.4	东7舍309
05018079	容叶	女	2000-12-11	1.62	西24舍723
09050582	陈被彩	女	2001-10-20	1.91	北20舍325
04085861	干百艳	女	2002-11-12	1.69	北16舍902
06073072	褚红	女	2002-12-21	1.86	西15舍213
06013509	范思	女	2001-6-12	1.95	东8舍627
06039817	边笑航	男	2003-12-15	1.99	西7舍729
04086674	黄贝琦	女	2003-5-15	1.95	东24舍928
06011917	成仁有	男	2002-3-2	1.74	南9舍319
02009620	梅琴	女	2004-9-1	1.72	西23舍302
02082449	黄无园	女	2004-6-27	1.74	西6舍137
04082666	公冶楠	男	2000-1-10	1.82	东23舍229
04016510	和义克	男	2004-7-14	1.96	东8舍532
07090227	向淑	女	2000-2-23	1.64	南23舍806
09084615	单于笑莎	女	2000-3-26	1.89	东23舍536
06077685	黄钰斌	男	2001-1-17	1.83	北9舍624
04080636	孟九欣	女	2002-11-15	1.84	北12舍104
09047609	燕九聪	女	2003-4-9	1.66	南14舍632
07030390	杨韵	女	2003-1-24	1.43	南10舍611
02042894	龙军	男	2000-2-2	1.5	西10舍206
04010293	凌浩	男	2003-5-21	1.5	北19舍306
09039452	茅仁航	男	2001-7-9	1.84	东10舍932
08026987	朱友善	男	2004-11-8	1.5	东4舍112
08077336	国茗	女	2004-1-13	1.98	西19舍539
02081758	钟离黛	女	2004-12-30	2.0	南13舍828
04022373	尹树	男	2002-2-26	1.91	南15舍219
05079026	娄仁辰	男	2000-7-19	1.74	东8舍807
02001788	贾电安	男	2000-5-14	1.87	南13舍335
09013867	滕九婕	女	2002-6-9	1.89	南12舍426
04047124	于筠	女	2004-7-5	1.63	西13舍833
04003822	司徒荷	女	2002-1-16	1.76	北12舍411
08038028	羊丽	女	2001-6-26	1.49	北3舍327
05049569	晏琼	女	2000-1-23	1.99	北16舍132
02035752	夏都聪	女	2001-4-16	1.91	东14舍725
02072049	孟好新	男	2001-3-22	1.61	西13舍118
05068574	丘左琰	女	2001-3-31	1.54	南3舍836
05078623	卢祥	男	2002-6-24	1.56	北5舍727
02074755	弓加梅	女	2001-9-23	1.75	西18舍813
06098171	滑旭	男	2000-8-19	1.45	南10舍112
06061816	寇仉凡	女	2001-5-9	1.44	南22舍227
05046543	刁礼裕	男	2002-10-12	1.84	东12舍135
09066163	耿忠梅	女	2003-5-23	1.73	西23舍116
02032725	贺蕊	女	2004-7-12	1.77	北24舍533
05016747	奚被家	男	2004-4-11	1.97	南14舍607
08040791	凌信爱	女	2004-2-6	1.47	西11舍609
05025337	史九怡	女	2004-11-21	1.54	北22舍222
02040645	席芸	女	2002-2-19	1.88	东20舍306
04006501	毛福	男	2004-4-29	1.68	南3舍627
04033153	司仁钧	男	2004-1-13	1.97	南24舍907
08091851	霍贝红	女	2004-3-5	1.63	北3舍109
05081495	阮军	男	2002-12-1	1.97	西18舍515
05011631	吴诚	男	2004-8-31	1.44	东18舍806
05049809	罗颖	女	2000-1-30	1.88	东2舍437
05053646	袁无绍	男	2002-1-27	1.91	西6舍325
09039819	慕容歌亨	男	2002-1-29	1.75	北14舍122
09078892	文长仁强	男	2002-5-2	1.47	北4舍914
09099762	董琛	男	2003-12-6	1.44	北23舍913
09047523	岑宁	女	2003-11-3	1.71	西11舍417
02006940	温奇	男	2001-9-24	1.77	北16舍608
02016270	储筠	女	2002-12-22	1.8	北17舍333
05054696	谢婷	女	2000-4-28	1.72	北15舍814
04041932	游金春	女	2001-8-6	1.51	南25舍222
09031775	徐影	女	2002-8-30	1.82	东12舍815
07037426	贝智苑	女	2003-8-26	1.8	东20舍906
06031752	明九昭	女	2002-11-30	1.47	北9舍438
08068919	禹荣	女	2003-5-9	1.72	西5舍917
08087500	乐中珊	女	2002-9-30	1.79	东4舍202
04015344	李九珍	女	2001-9-17	1.64	北19舍508
02075998	容飞	男	2004-6-9	1.62	南23舍827
06016948	詹好晨	男	2001-5-19	1.78	东11舍903
07058365	苗芸	女	2000-9-6	1.7	南24舍801
06038481	娄忠馥	女	2002-6-20	1.53	北15舍435
04053770	姜卡栋	男	2000-7-26	1.83	北5舍821
06080712	麻中芸	女	2004-10-20	1.43	东17舍125
04073532	山中朗	男	2000-11-22	1.56	南1舍924
02033102	吴友桂	女	2000-8-15	1.65	东15舍609
05041005	邹金芳	女	2001-1-17	1.5	南6舍414
08068582	空亓梁	男	2001-4-25	1.62	东22舍436
07070480	邵忠刚	男	2001-10-21	1.52	北12舍429
09040193	金嘉	女	2004-10-29	1.56	北11舍326
02015911	习炎	男	2001-4-21	1.56	东17舍135
04025968	祝易保	男	2002-9-16	1.91	南25舍421
04032844	靳上裕	男	2003-7-29	1.47	南17舍508
04050222	韦钰和	男	2004-12-28	1.86	北18舍814
06009380	滑九力	男	2003-11-28	1.5	北5舍332
04021666	黎波	男	2000-4-13	1.93	东5舍603
07068774	督子霭	女	2002-12-30	1.87	南11舍825
05067681	门西被才	男	2000-3-11	1.81	北15舍829
08043260	凌钰志	男	2003-11-6	1.68	东17舍914
02057187	贝福	男	2001-2-25	1.75	北18舍635
08059364	秦加成	男	2001-8-20	1.86	北10舍609
09080560	姚好发	男	2001-11-1	1.69	北8舍118
08057099	钱嘉	女	2001-10-30	1.58	西21舍737
07039826	谢卡维	男	2001-11-10	1.43	北21舍934
09090337	楚仁锦	女	2001-6-30	1.7	西18舍123
06040224	费九思	女	2002-2-16	1.58	北24舍215
05076747	益松	男	2002-10-18	1.47	西21舍822
08083372	邓义雄	男	2004-3-9	1.96	东6舍513
05004042	胡杰	男	2000-10-13	1.74	西17舍329
07026040	汤晨	男	2002-9-3	1.79	北25舍809
09050708	乌礼山	男	2000-10-14	1.99	南1舍313
09016454	毛昌	男	2003-4-13	1.43	南11舍503
04049890	红都霄	女	2001-2-9	1.52	西22舍332
04026180	邱钰杰	男	2001-4-16	1.52	西11舍824
02088710	夏辰	男	2002-3-29	1.94	南20舍106
