s#	sname	sex	bdate	height	dorm
08083825	季易韵	女	2003-05-12 16:33:21	1.51	西10舍215
04091415	莫加豪	男	2000-04-14 15:06:26	1.98	东24舍712
04005027	双笑滢	女	2003-06-27 02:10:55	1.71	南11舍702
02014071	欧阳冰	女	2000-01-14 04:57:25	1.81	西18舍922
05049992	房巧	女	2004-08-31 09:32:18	1.53	西17舍434
09089957	霍卡瑞	女	2002-03-21 00:16:50	1.6	西9舍403
02024530	单于友	男	2000-04-08 12:04:31	1.5	东7舍433
02011036	常器江	男	2002-03-29 16:37:46	1.64	东7舍528
07006926	文玉诚	男	2002-05-29 14:08:27	1.86	北7舍921
09026586	危春	女	2002-04-06 01:30:01	1.99	北23舍418
08092045	宗仪	女	2002-06-09 09:04:48	1.66	南17舍618
05018759	柳都爽	女	2002-11-10 19:48:54	1.95	南15舍835
04088463	席良	男	2004-08-24 01:58:59	1.76	东5舍926
05011409	禹电筠	女	2001-09-14 00:34:58	1.67	东10舍202
05078469	益策	男	2004-08-15 12:25:08	1.4	东11舍812
08035657	司空电澜	女	2004-11-02 22:32:47	1.9	北16舍705
05042055	舌微艳	女	2000-06-27 03:09:06	1.85	东24舍302
09082428	包钧	男	2000-08-06 07:29:48	1.44	东1舍925
08037143	左茜	女	2002-09-28 17:46:11	1.68	东18舍437
02044885	禹凯富	男	2000-04-21 16:29:20	1.7	北10舍806
04021872	益锦	女	2002-05-15 05:56:08	1.48	西24舍421
08044292	纪婉	女	2004-04-08 17:31:45	1.99	北7舍129
08092350	庞中静	女	2001-12-28 03:24:36	1.55	南16舍132
05085834	穆德	男	2001-06-08 00:23:44	1.42	北11舍321
09099803	邴军	男	2003-05-06 12:01:02	1.54	东15舍106
04091016	刁广	男	2000-10-13 14:53:23	1.77	西22舍539
09098160	金敬	男	2001-01-21 03:23:01	1.97	南8舍519
04018336	魏东	男	2001-04-15 13:26:39	1.87	西21舍229
02092308	凌九盛	男	2003-02-20 03:28:50	1.48	北23舍337
06048099	游可	女	2000-10-31 17:58:41	1.49	东3舍909
05044337	乔玉盛	男	2001-05-06 14:48:00	1.57	北21舍113
06087638	金琬	女	2001-11-11 04:13:36	1.59	西9舍239
09037796	童加明	男	2000-10-12 19:02:43	1.43	北12舍219
04070302	毕玉华	女	2003-10-01 03:33:26	1.56	北15舍531
04038459	项瑾	女	2002-09-24 08:45:12	1.82	西4舍838
04069613	习贝时	男	2001-01-20 01:18:01	1.96	西10舍434
08071602	龙桂	女	2004-01-18 17:26:04	1.59	东4舍312
06053319	寿孝新	男	2000-03-22 21:31:54	1.44	西25舍811
02021089	郁健	男	2003-11-21 16:59:58	1.93	北17舍303
06038680	封贝建	男	2001-12-20 06:49:38	1.86	西21舍538
05023723	盖友	男	2000-06-08 10:12:32	1.59	北11舍809
05008265	翁中	男	2003-03-15 01:54:51	1.75	南13舍836
05007595	何菊	女	2001-07-04 01:52:25	1.47	西5舍519
06033497	祁祥	男	2002-11-19 15:40:00	1.66	东1舍211
06061877	贝园	女	2002-12-27 04:56:36	1.83	东7舍237
02038853	莘义茜	女	2001-06-30 20:25:11	1.71	北14舍832
07095859	云雪	女	2000-03-09 10:10:05	1.59	北23舍126
08020083	龚雪	女	2003-11-20 23:02:31	1.63	东7舍712
06088751	公仪	女	2000-06-09 13:05:47	1.92	南23舍733
04068279	喻珍	女	2001-11-29 06:33:00	1.76	西11舍616
02074631	于无璧	女	2001-01-17 19:18:30	1.87	东6舍233
02083105	盖凤	女	2003-05-09 11:40:14	1.61	南9舍517
06037520	羊玉栋	男	2002-05-17 19:14:47	1.48	南8舍427
02011825	边星	男	2002-04-14 05:23:51	1.55	北5舍115
07075764	盛珊	女	2004-09-11 17:50:17	1.91	南19舍631
07004399	拓跋都航	男	2000-03-06 18:02:01	1.86	西8舍114
07023757	柳好龙	男	2003-09-20 04:54:39	1.8	西19舍417
05079766	平东	男	2001-05-13 11:23:38	1.57	西20舍527
07036141	金倩	女	2000-09-18 12:36:31	1.69	北6舍306
02037189	井中宁	女	2000-09-03 00:03:40	1.5	东19舍201
05024713	谷智昌	男	2001-09-23 14:55:14	1.51	西13舍106
05054380	荣育	女	2001-07-09 00:29:32	1.8	北4舍827
06075882	应被善	男	2004-12-22 11:16:11	1.55	西3舍721
02048675	鲁玲	女	2002-12-23 01:01:35	1.75	北20舍825
07011568	宗无贞	女	2001-05-21 01:26:19	1.85	南21舍307
05085114	公刚	男	2001-07-09 12:46:17	1.91	北20舍135
07001936	陈孝毅	男	2000-07-13 18:50:48	1.65	东22舍632
07013320	郁惠	女	2002-04-12 01:02:16	1.73	北3舍807
07000696	麻晨	男	2000-07-30 01:12:15	1.59	西24舍515
07016113	薛言	男	2004-04-04 00:58:05	1.43	西20舍517
07008750	祝柔	女	2003-07-24 21:28:35	1.92	东12舍325
05009706	麻琳	女	2003-10-16 06:43:27	1.91	东17舍228
09075560	游加璧	女	2002-04-13 21:40:46	2.0	北6舍607
08091727	昌仁壮	男	2000-03-15 06:04:34	1.91	北12舍624
02060623	祖智英	女	2000-03-25 20:58:19	1.79	北10舍426
05019112	杨仁雅	女	2003-06-22 00:56:48	1.5	北17舍235
09031700	劳鸣	男	2002-05-16 20:24:09	1.97	西25舍523
08043883	温伯	男	2003-06-16 18:33:37	1.46	南10舍828
06018930	汤都娣	女	2000-09-17 13:49:36	1.64	东5舍225
09072669	钱九彪	男	2001-08-22 08:56:26	1.94	南13舍628
09070859	项九厚	男	2001-11-03 04:53:01	1.57	东12舍839
09075361	刘器会	男	2001-06-15 08:40:51	1.73	西20舍823
07057515	贺凯咏	女	2000-09-08 20:02:41	1.77	北1舍228
08083788	西门秀	女	2002-07-29 01:07:06	1.95	南20舍611
06028754	钟广	男	2001-09-22 02:18:51	1.83	南9舍225
08056968	麻宜	女	2000-06-25 21:23:12	1.85	西20舍206
08018310	李九才	男	2001-04-21 10:23:40	1.87	西24舍325
02052372	尚琬	女	2000-01-22 09:57:05	1.9	北8舍135
05018108	田马力	男	2002-03-09 20:47:15	1.84	西7舍139
04088676	骆玉翔	男	2003-03-27 01:20:15	1.71	北12舍215
04021351	幸忠谦	男	2004-04-17 15:08:28	1.68	北1舍638
08038102	郑贝俊	男	2004-12-04 05:14:31	1.8	东18舍802
02019487	尚凯环	女	2000-02-22 03:41:10	1.81	北6舍729
04047123	隗嘉	女	2003-10-19 13:16:03	1.55	南23舍914
06097935	禹栋	男	2002-03-11 00:02:58	1.84	北15舍706
04091161	瞿启	男	2003-11-13 11:42:39	1.69	南11舍112
04069481	宰易眉	女	2001-09-22 19:02:13	1.72	北17舍511
04099195	毛歌才	男	2000-12-14 08:18:04	1.86	北8舍117
07018208	莘仪	女	2004-07-07 03:10:17	1.78	南4舍424
02042367	叶孝露	女	2000-08-16 23:35:29	1.87	西15舍329
02021384	和辰	男	2001-09-05 04:48:06	1.91	北20舍703
08054684	余杰	男	2004-02-27 00:53:31	1.43	西10舍128
06037829	邬杰	男	2002-06-14 14:54:25	1.96	西7舍832
07006686	危加固	男	2001-05-10 20:11:44	1.44	西14舍435
07048067	龚易爽	女	2003-12-07 22:58:16	1.53	东3舍134
05094616	蔡卡珍	女	2001-06-30 04:33:09	1.95	东10舍522
09075838	尹珠	女	2002-01-03 05:55:24	1.97	西22舍132
04082041	步艺	女	2002-03-04 01:38:11	1.79	东14舍105
06015190	龚仪	女	2004-04-03 12:43:22	1.45	西3舍406
04044639	闾丘龙	男	2002-03-17 23:43:01	1.49	西11舍125
04090014	弘弘	男	2000-04-16 00:53:42	1.49	南5舍323
05050735	姬武	男	2000-02-10 17:31:14	1.92	南9舍818
07095847	宰智有	男	2004-09-14 13:45:53	1.6	南8舍234
06037221	陆马保	男	2001-12-15 10:45:45	1.6	南22舍639
05091008	曹芝	女	2001-11-14 22:49:37	1.53	北18舍722
08062463	晏旭	男	2001-10-14 13:10:11	1.74	东14舍116
08028102	粱九珠	女	2002-02-10 06:18:30	1.62	东20舍336
09077010	危鸣	男	2002-03-29 18:47:18	1.98	南6舍714
08015141	潘军	男	2002-11-08 11:25:14	1.89	西12舍701
08073383	谢辉	男	2001-02-27 05:29:36	1.55	北24舍805
02036694	裴都琼	女	2000-05-30 00:00:34	1.55	北18舍305
07058220	雷之	男	2000-07-18 02:00:39	1.58	北3舍817
09098890	萧乐	男	2003-06-17 22:44:33	1.71	西22舍932
02076879	苍卡博	男	2001-10-12 01:16:23	1.91	东3舍233
02006038	台公茜	女	2000-06-13 04:52:33	1.97	西23舍914
04019986	詹贝月	女	2003-03-05 10:43:18	1.72	西20舍716
04012284	关旭	男	2001-01-02 07:21:11	1.66	南22舍504
04079139	薛仁力	男	2000-08-16 10:17:23	1.57	北2舍209
09013880	文炎	男	2004-05-10 06:16:49	1.96	西12舍339
07004558	荣孝桂	女	2003-02-01 20:06:10	1.52	南6舍924
06023995	屈忠欢	女	2003-09-21 06:19:59	1.45	西17舍702
06005909	芮兰	女	2000-11-17 05:08:28	1.51	西23舍224
08025469	司徒亚	女	2000-08-30 02:58:33	1.46	北10舍706
05090567	轩辕卡义	男	2002-09-13 10:45:49	1.91	北3舍537
07071099	解易筠	女	2001-09-14 00:11:12	1.89	南2舍925
06042110	林义士	男	2004-02-01 09:29:14	1.64	西3舍715
02014340	马卡文	男	2002-05-06 00:26:13	1.81	北16舍237
09014794	祁无裕	男	2004-04-14 01:14:40	1.62	北10舍427
08089400	滕加莺	女	2004-11-10 06:54:44	1.89	东11舍713
05085175	高福	男	2003-12-04 02:12:25	1.76	北16舍105
09029525	费被秀	女	2002-02-07 01:09:56	1.42	西22舍727
06047773	冯礼芝	女	2002-08-16 11:28:11	1.5	西8舍725
07086058	乌金兰	女	2001-07-08 16:06:46	1.63	南19舍311
06019610	冀荔	女	2000-09-08 07:27:19	1.45	西5舍205
09095673	沈静	女	2000-09-28 01:53:47	1.83	西23舍324
08097115	邱梁	男	2003-07-04 07:36:25	1.46	北21舍615
07032311	雷致	男	2001-03-25 17:52:57	1.89	南14舍404
09073592	房礼元	男	2004-08-06 20:09:58	1.55	东16舍104
05099008	危卡善	男	2001-04-15 05:22:18	1.61	北19舍227
09062488	萧美	女	2002-07-05 19:46:05	1.53	西22舍409
05069852	居兰	女	2000-07-27 05:24:03	1.76	北4舍635
06020148	康加月	女	2003-08-08 00:23:15	1.62	北15舍531
09053690	劳钰思	男	2002-12-17 06:15:50	1.96	西19舍933
05022478	终好武	男	2001-11-29 22:00:28	1.64	南12舍713
09042761	司马爱	女	2004-12-29 17:18:39	1.91	西5舍426
07094505	关琰	女	2001-03-26 10:46:55	1.97	东16舍605
02080050	郭凯园	女	2000-08-11 16:12:33	1.75	南11舍502
04049926	伍义柔	女	2001-06-22 04:20:23	1.88	南17舍807
02097851	韦瑾	女	2000-07-31 19:18:08	1.56	东22舍601
08090602	胡凯之	男	2003-09-26 20:14:11	1.91	北17舍237
09078126	尤器伯	男	2000-09-15 15:00:34	1.79	西15舍814
07074398	丁忠永	男	2000-06-29 22:43:58	1.54	北16舍401
02085742	古红	女	2003-10-07 02:50:43	1.64	北11舍232
05081266	井马琰	女	2002-08-17 11:18:49	1.81	南22舍404
07069040	邬峰	男	2002-06-29 20:48:04	1.59	东20舍331
06099758	尹金涛	男	2003-09-06 13:21:30	1.44	北3舍728
06019383	古钰康	男	2002-01-19 16:39:15	1.77	北19舍702
06078739	衡仁莎	女	2003-04-28 00:26:33	1.48	东22舍912
07069471	尤婷	女	2003-02-07 21:09:44	1.75	南14舍927
07084174	姜亮	男	2002-12-29 00:06:18	1.52	西18舍325
09026449	林马瑾	女	2004-12-02 03:39:54	1.91	南6舍437
05053115	袁仁茗	女	2000-08-22 13:20:42	1.8	北6舍635
02067668	平义谦	男	2004-06-16 20:46:35	1.67	东10舍718
05066962	孙端钰固	男	2003-12-01 14:18:31	1.95	北23舍732
08064349	伍楠	男	2001-12-09 23:11:12	1.73	南16舍516
09052687	欧阳茜	女	2003-03-14 20:35:47	1.77	北9舍729
08034653	冯中爽	女	2000-10-23 13:58:34	1.72	东10舍905
02060633	桓朋	男	2004-12-05 03:00:21	1.47	西1舍413
09043863	褚筠	女	2001-10-06 00:33:21	1.81	东21舍434
02063087	里东中纨	女	2001-06-19 12:11:56	1.76	北16舍701
05061524	方凯瑞	女	2004-03-19 14:00:00	1.67	西2舍919
07013036	高器峰	男	2003-08-06 05:57:38	1.73	北16舍139
05094932	龙玉绍	男	2001-10-27 04:04:10	1.89	西7舍812
06064149	倪娅	女	2003-11-04 13:25:46	1.45	东25舍908
09081241	平珍	女	2000-01-25 03:53:50	1.8	南22舍511
07079239	戈山	男	2001-07-21 18:09:11	1.79	东10舍237
02065454	国叶	女	2003-10-29 03:58:58	1.45	东19舍735
09045594	秦笑启	男	2004-10-17 02:50:16	1.84	北19舍303
02016535	和凡	女	2004-08-15 12:45:20	1.49	东17舍239
09065952	鱼奇	男	2000-05-24 09:41:30	1.57	西16舍723
09086078	鱼义瑾	女	2002-02-23 00:59:57	1.99	北2舍721
06001586	公智霞	女	2000-08-24 12:29:33	1.43	南8舍319
05095362	俞航	男	2000-01-25 00:18:23	1.5	北24舍412
07053815	寿义时	男	2004-12-26 08:51:35	1.72	南22舍704
05030595	百里婉	女	2004-10-18 11:21:59	1.57	北8舍418
08076630	祁凯朋	男	2001-02-09 14:38:25	1.87	东23舍421
04030820	井超	男	2001-04-25 17:27:31	1.62	北20舍537
08021260	施被承	男	2004-03-25 16:25:47	1.59	北25舍539
07074024	凌中茂	男	2000-04-29 18:49:17	1.93	北5舍924
06033158	魏和	男	2002-04-22 07:32:08	1.71	西6舍529
02047340	戚卡瑶	女	2000-02-16 16:08:53	1.41	北13舍719
02098629	闻义霭	女	2004-12-26 19:27:30	1.55	北22舍236
07058560	万毅	男	2003-04-08 22:34:45	1.42	南17舍209
08032114	穆宜	女	2000-03-15 11:10:04	1.65	西21舍203
06030582	米好晨	男	2003-08-05 19:31:49	1.97	北2舍732
07093735	封无绍	男	2003-08-05 01:34:48	1.85	南7舍508
05003862	关德	男	2001-01-21 03:27:10	1.65	东25舍913
05004378	臧琳	女	2004-02-01 06:34:45	1.68	北15舍727
05095712	孔眉	女	2001-02-21 16:30:15	1.7	南18舍435
05054828	司义瑗	女	2000-03-15 02:01:10	1.89	北11舍223
04081962	粱器亚	女	2004-09-13 10:10:36	1.63	北4舍325
02077743	盛澜	女	2001-12-27 16:46:06	1.49	东15舍912
02071275	武可	女	2002-09-12 16:36:44	1.97	南24舍509
02074074	终致	男	2001-07-15 22:32:52	1.42	东16舍318
06095417	习伊	女	2000-04-07 16:42:24	1.77	东8舍705
08033163	胡波	男	2001-11-16 08:48:48	1.84	南14舍604
02028540	习洁	女	2001-01-09 19:45:51	1.99	西21舍412
02030031	黎琼	女	2001-08-03 06:01:30	1.63	东24舍702
09010133	贝康	男	2000-07-15 21:07:01	1.61	北11舍905
07018085	颜昌	男	2004-02-06 17:40:36	1.48	北9舍334
07061452	晋电霄	女	2004-06-20 12:16:34	1.71	西8舍613
05027101	宰父被昌	男	2000-04-07 19:07:18	1.96	北5舍209
06059650	尚笑子	男	2000-02-08 10:08:01	1.42	南19舍429
06063581	贝电影	女	2004-05-16 20:16:25	1.83	东3舍332
09021141	褚平	男	2004-03-23 20:07:09	1.71	西5舍734
07014832	邓叶	女	2003-01-27 06:50:32	1.57	东24舍631
07090468	居上致	男	2004-06-22 06:02:35	1.51	南19舍625
06058618	俞坚	男	2003-11-07 19:09:11	1.45	西8舍534
04025137	丘东咏	女	2000-06-15 14:53:58	1.49	东15舍524
06096819	李无诚	男	2001-10-07 15:09:46	1.48	北14舍511
09079341	冯珍	女	2002-04-09 05:43:09	1.63	南12舍106
09077244	殴辉	男	2000-04-14 08:41:14	1.72	南11舍715
09085470	谷东	男	2001-10-10 01:22:40	1.93	北8舍224
05090236	赵爽	女	2004-01-27 22:24:23	1.82	北2舍426
06035594	东加卿	女	2002-12-14 03:44:10	1.53	东21舍232
07056687	焦榕	男	2003-07-08 00:20:44	1.75	西25舍726
09035233	景敬	男	2003-11-08 00:17:55	1.79	南1舍533
08028160	祁马宁	男	2000-02-10 08:52:20	1.56	西15舍833
04045868	范旭	男	2003-09-28 14:42:07	1.79	东24舍937
07030301	符江	男	2000-05-16 11:46:50	1.85	北3舍806
07051259	孙器亚	女	2001-06-02 02:28:38	1.58	西9舍939
07021186	胡凤	女	2000-07-19 02:07:38	1.67	西6舍627
02004302	魏笑妍	女	2001-04-19 02:44:35	1.52	北10舍527
02053672	戚加岚	女	2000-07-31 02:22:05	1.65	东18舍916
05026203	石利	男	2003-05-16 00:56:11	1.68	南24舍425
04029693	宁安	男	2000-11-02 08:05:43	1.41	西9舍305
08082025	迟公妹	女	2000-01-13 10:01:52	1.86	北13舍802
02009483	东方玉寒	女	2002-01-19 14:12:26	1.52	北22舍126
02073267	殷雁	女	2002-04-28 14:32:44	2.0	西4舍804
05042338	邹黛	女	2002-03-12 14:49:43	1.67	东23舍302
07081300	萧凯娴	女	2004-12-17 10:39:23	1.78	北18舍536
08073720	衡钰学	男	2002-07-25 17:00:18	1.94	东24舍204
07052032	陈加蓓	女	2001-04-14 21:17:55	1.89	西19舍716
04005479	景文	男	2000-05-18 19:13:17	1.84	北22舍805
07087422	曹嘉	女	2000-01-30 12:03:36	1.52	东9舍833
09083623	仇美	女	2003-11-22 19:08:25	1.48	西5舍502
08029624	柯忠凝	女	2001-06-04 16:06:23	1.42	北19舍111
05088142	穆电哲	男	2004-03-15 18:12:40	1.48	东21舍303
07053652	苗海	男	2001-12-06 10:44:27	1.71	北7舍507
07059939	富上旭	男	2002-01-29 14:29:39	1.93	西13舍505
07032750	刘琬	女	2001-10-14 20:29:22	1.42	南15舍732
02018302	仇友风	男	2004-02-10 10:52:30	1.46	北13舍823
06034544	褚中	男	2002-12-12 18:24:58	1.83	北8舍837
09028011	山孝眉	女	2004-10-13 01:17:46	1.98	东18舍234
04091587	屈无琳	女	2001-07-20 18:53:07	1.61	南5舍426
05037289	杜贝慧	女	2003-02-05 16:46:30	1.69	北1舍708
04006168	孟义爽	女	2000-01-30 10:49:38	1.65	东4舍603
05050521	徐中天	男	2000-02-04 08:45:45	1.69	南13舍306
07034324	平勇	男	2003-11-02 20:58:07	1.68	北15舍822
09061693	焦好邦	男	2003-03-12 22:51:47	1.79	南9舍812
05027165	容凯飞	男	2004-01-28 08:55:31	1.54	东10舍733
09038588	洪松	男	2003-03-03 08:59:11	1.81	东8舍425
05062868	费上平	男	2002-06-09 15:33:54	1.5	东20舍108
07043783	蒋安	男	2001-01-17 07:31:36	1.69	西21舍338
06018818	水霄	女	2002-11-07 04:34:41	1.74	北9舍513
07080228	甄芝	女	2000-04-22 07:16:47	1.6	南18舍206
07049876	靳平	男	2002-08-01 04:13:46	1.49	北23舍433
09088088	闻林	男	2003-09-08 11:54:46	1.9	北13舍224
04069589	骆被璧	女	2004-08-09 17:55:44	1.86	东22舍224
02054992	奚子	男	2003-10-17 19:51:44	1.66	西10舍802
08010037	终萍	女	2001-05-17 18:59:38	1.54	北7舍705
04098889	赵都雁	女	2002-08-28 18:15:04	1.81	西9舍607
06002508	向器可	女	2002-07-17 09:56:54	1.84	南3舍338
09062473	韩信卿	女	2002-11-05 11:58:16	1.61	西5舍101
02057196	奚福	男	2004-12-17 00:41:29	1.89	北1舍123
06081352	麻九浩	男	2002-12-31 02:25:19	1.42	西15舍813
02075127	钟娅	女	2002-05-12 03:57:23	1.77	东18舍321
02090260	黄卡波	男	2000-06-26 16:49:44	1.58	北23舍438
09040935	詹武	男	2001-08-29 20:06:08	1.8	北5舍538
07096282	丁伊	女	2004-06-18 17:38:53	1.72	西13舍738
05005562	古好茗	女	2000-01-17 10:57:13	1.47	北11舍839
09058539	农君	女	2001-11-10 20:06:17	1.5	西13舍721
04083105	步金奇	男	2000-09-05 04:22:39	1.52	东2舍416
04089884	韦政	男	2002-04-29 20:53:56	1.82	西13舍316
08088077	麻卡良	男	2004-10-21 13:08:46	1.49	西5舍625
05037295	寿胜	男	2002-12-23 11:16:11	1.54	北12舍117
05054406	封超	男	2000-03-04 05:49:50	1.96	西17舍609
05076910	劳马翰	男	2002-09-07 03:36:53	1.95	西17舍938
08060405	冉星	男	2000-04-21 09:08:34	1.82	西24舍137
04021002	燕易善	男	2004-12-21 07:46:59	1.59	北4舍521
09074842	夏邦	男	2004-01-10 16:16:58	1.41	北10舍625
02031204	公良加婵	女	2004-07-03 05:20:14	1.61	西13舍406
08008218	郑仁欢	女	2000-02-15 13:04:21	1.64	东25舍936
06027763	终无朋	男	2002-08-06 11:50:35	1.68	南25舍209
09002584	龚易惠	女	2002-08-13 09:43:10	1.92	西4舍202
02050824	卢义红	女	2002-03-25 00:40:11	1.64	东9舍701
07018467	蒋智珠	女	2000-03-25 17:25:46	1.98	北7舍424
04005415	温上群	男	2000-05-06 00:08:44	1.43	北24舍212
06014189	邢颖	女	2001-04-18 01:59:13	1.86	东4舍633
05038369	程信政	男	2002-01-13 13:35:43	1.59	北10舍209
05099923	弓奇	男	2001-12-16 13:28:20	1.72	西15舍225
06027367	子颛玉树	男	2003-05-23 10:57:02	1.9	南6舍104
09099562	鲍金航	男	2002-01-15 11:32:26	1.81	东6舍621
08093547	甄易舒	女	2001-09-03 14:41:34	1.73	南11舍833
04088202	冀建	男	2000-03-06 04:21:32	1.62	西2舍527
07063983	殷树	男	2002-08-07 12:38:26	1.65	南4舍413
04047725	康茂	男	2002-06-16 12:04:20	1.51	东19舍337
06024196	苍忠树	男	2000-06-01 03:18:40	1.89	西1舍816
09064317	古中娴	女	2003-12-01 22:12:57	1.89	南6舍419
08080411	潘韵	女	2003-12-18 08:41:58	1.44	南24舍702
07030838	王歌炎	男	2003-08-20 00:52:50	1.79	西8舍826
02057303	邬卡良	男	2004-09-26 20:26:36	1.81	西19舍119
05036499	詹义静	女	2001-05-11 11:46:36	1.57	北3舍332
07007098	丁九琬	女	2002-10-05 09:21:10	1.71	西1舍218
07047392	娄瑶	女	2003-03-17 18:51:01	1.57	西10舍138
07012908	司磊	男	2002-11-22 12:26:18	1.69	南6舍822
05084887	耿马竹	女	2001-04-19 15:00:31	1.63	南11舍124
09057263	钟离祥	男	2002-08-13 07:24:57	1.49	东17舍303
05088550	任玲	女	2004-02-14 02:40:17	1.94	东3舍401
06010767	桓永	男	2003-10-23 04:51:00	1.91	北13舍625
04021917	衡荣	女	2001-04-26 20:54:10	1.56	东5舍211
04026346	芮上政	男	2003-10-02 09:53:49	1.82	南19舍211
09086276	邬好惠	女	2000-05-12 20:25:51	1.82	西10舍127
09066553	习易辉	男	2001-07-01 07:24:39	1.68	西12舍531
02065540	危卡河	男	2004-02-18 17:36:03	1.69	北7舍839
07019435	冀易静	女	2001-08-05 13:52:09	1.59	西13舍937
02027629	冯芝	女	2000-10-27 16:44:13	1.46	北15舍324
09063064	曹贝苑	女	2000-08-31 04:36:12	1.89	南1舍503
05062845	杨娅	女	2004-08-01 15:41:41	1.99	东17舍105
08069984	袁信	男	2003-02-28 17:41:21	1.85	西2舍826
09056041	钟电以	男	2002-09-12 11:56:10	1.53	南7舍735
06081661	秦中磊	男	2001-02-16 05:43:49	1.67	东2舍812
07016422	傅卡凝	女	2002-07-29 21:41:52	1.62	西17舍707
09082402	富义霭	女	2003-05-14 03:01:12	1.94	西7舍336
07027245	殴信婵	女	2003-10-05 00:16:08	1.85	东14舍504
09027943	狄无广	男	2002-11-28 08:09:08	1.96	西13舍722
08006471	陆希	女	2002-10-17 03:53:00	1.73	南13舍322
06009069	时器云	女	2001-07-08 04:29:23	1.82	西6舍231
02021239	明仁鸣	男	2003-01-03 09:15:19	1.86	北6舍814
04089187	贾礼筠	女	2002-12-02 15:41:04	1.88	南23舍414
06070831	游孝绍	男	2003-02-22 17:09:28	1.97	西15舍627
09028831	武钰婷	女	2001-02-15 09:19:13	1.81	东25舍628
06080424	向弘	男	2000-11-13 13:57:54	1.8	西19舍238
05072508	吉加辰	男	2001-10-20 21:40:37	1.43	北25舍204
09085737	吉无和	男	2000-06-10 12:42:15	1.82	东7舍721
02001921	孙端加生	男	2001-05-24 13:53:14	1.6	南17舍609
06007775	隗仁固	男	2001-11-24 12:54:40	1.9	南15舍331
05083552	仉督忠楠	男	2001-11-08 17:45:33	1.64	北4舍607
08069132	荣被祥	男	2001-07-11 07:41:17	1.62	东24舍334
09095967	岑翔	男	2002-02-14 05:02:47	1.67	东1舍111
02020725	沃器黛	女	2002-05-21 14:11:23	1.65	南9舍424
09015552	储凯毅	男	2002-04-24 08:54:47	1.4	西12舍812
02065858	赫连智时	男	2002-12-06 16:38:51	1.5	西7舍725
08064971	鱼好纨	女	2001-07-26 22:09:45	1.64	东20舍726
06059185	范厚	男	2003-04-08 12:46:54	1.41	东24舍911
02064053	裴裕	男	2002-07-12 05:06:21	1.83	南18舍526
09033672	包仁成	男	2004-12-01 00:21:45	1.47	北7舍616
02046852	宋艺	女	2000-05-14 08:13:07	1.79	北18舍536
06050657	官欧红	女	2001-02-15 02:14:23	1.81	南25舍302
02072564	钱晶	女	2001-05-17 07:32:50	1.78	西9舍418
06061477	尉迟易舒	女	2002-11-22 19:41:17	1.49	南19舍509
09058517	傅义琰	女	2000-05-13 21:30:56	1.65	北7舍905
09075173	裴嘉	女	2001-10-01 19:18:02	1.95	东25舍829
02099324	里东凯瑗	女	2000-11-02 18:02:30	1.57	西12舍306
04050533	韩平	男	2001-09-05 04:23:21	1.58	西12舍505
07061777	司徒宁	男	2001-12-12 22:26:27	1.5	西7舍125
06097116	雷易勇	男	2004-09-10 07:35:19	1.63	北10舍413
09079366	粱友	男	2003-01-06 13:03:17	1.6	北21舍436
02085883	齐易功	男	2001-11-04 14:05:06	1.9	南15舍703
08095836	魏韵	女	2000-12-12 17:29:59	1.43	东4舍322
05082090	鲜于学	男	2004-09-26 20:37:02	1.42	东9舍509
08028099	顾茗	女	2000-03-15 15:18:21	1.72	东12舍819
09035527	丘司笑梦	女	2004-11-12 02:20:45	1.5	南5舍111
05081386	劳友咏	女	2002-01-31 05:42:52	1.5	北25舍112
08000661	姚被慧	女	2003-07-31 16:10:46	1.93	北2舍126
02076735	解园	女	2004-06-12 18:34:08	1.74	西17舍132
07062649	贾园	女	2000-06-16 13:07:12	1.78	东9舍601
06048339	骆马光	男	2002-06-20 00:57:23	1.83	东14舍229
09055234	伊忠庆	男	2000-08-22 17:03:21	1.95	西7舍128
04091301	闻人好馥	女	2003-08-31 06:12:18	1.8	东3舍137
09014339	邱忠霭	女	2000-09-04 20:21:03	1.84	北11舍934
06052997	阳夏枫	女	2002-12-26 04:49:29	1.45	南3舍728
04098976	昌义炎	男	2001-02-24 08:53:47	1.4	东10舍515
09026201	良拓礼士	男	2002-03-24 09:54:54	1.97	东24舍629
09007911	井亨	男	2000-02-23 16:45:38	1.67	东19舍725
07063758	谷壮	男	2001-06-28 23:11:25	1.77	北8舍717
06068153	巴婕	女	2003-07-31 18:07:53	1.41	东5舍807
04048290	屈忠心	男	2004-02-11 23:00:13	1.8	南14舍706
07026328	松金菲	女	2002-08-05 09:49:37	1.59	东12舍922
09094032	晏霄	女	2001-04-24 00:21:30	1.54	西2舍134
06090460	柯被育	女	2003-11-27 14:56:54	1.42	东22舍508
05022178	于太红	女	2003-06-16 11:02:53	1.44	西24舍726
09042068	尹凯悦	女	2004-06-25 22:15:50	1.53	东15舍529
05050377	山进	男	2000-05-27 23:37:49	1.53	西2舍825
07051517	曹楠	男	2000-06-27 20:43:20	1.44	东24舍709
06003204	司空莎	女	2002-09-02 06:18:20	1.97	东1舍701
04029459	康都芝	女	2001-04-19 12:54:22	1.94	西6舍918
05093737	储上瑗	女	2001-09-14 00:33:35	1.99	北21舍107
